bhk,price,price_fmt,locality,developer,project,area_sqft,possession,nearest_railway,nearest_hospital,nearest_market,city
3,75000000,7.50 Cr,total 1680 sqft,Sunteck Realty Ltd.,,,ready to move,Magathane Metro Station|5 minutes,Indira IVF,Thakur Mall Kandivali,Mumbai
3,36400000,3.64 Cr,Vallabh Baug Lane,Shri Ganesh Developers,,983.0,ready to move,,,,Mumbai
4,165000000,16.50 Cr,Prabhadevi,Raheja Universal Pvt. Ltd.,,,ready to move,,Pandit Madan Mohan Malvia Central Hospital,R City Mall,Mumbai
2,22200000,2.22 Cr,Sion,Sheth Realty and Aakshaya Group,,630.0,Dec '27,GTB Nagar Monorail Station,Dr Abhyankar Hospital,Phoenix Marketcity Mall,Mumbai
4,55000000,5.50 Cr,Andheri East,VKG,Andheri East is available for purchase at price of ₹5,1436.0,ready to move,"Andheri metro station, Mumbai|5 minutes",SevenHills Hospital,Metro Mart NX,Mumbai
4,13600000,1.36 Cr,Vasai East,JSB Group,Vasai East is available at the price of ₹1,,ready to move,Vasai (E) Bus Stop,Platinum Hospital Vasai,Bhajanlal Dairy Farm,Mumbai
3,135000000,13.50 Cr,Worli,Lodha Developers Limited,,,ready to move,Worli Metro Station|14 minutes,Pandit Madan Mohan Malviya Central Hospital,BIg Bazaar,Mumbai
3,35000000,3.50 Cr,Poonam Nagar Jogeshwari East,Kalpataru Ltd.,,850.0,ready to move,,,,Mumbai
2,16767000,1.67 Cr,IC Colony,H Rishabraj,,621.0,ready to move,,MM Hospital,,Mumbai
2,23000000,2.30 Cr,Chembur,RNA Corp,,730.0,ready to move,Chembur Camp Bus Stop,"Zen Multi Speciality Hospital, Chembur, Mumbai",K Stars Mall,Mumbai
3,87500000,8.75 Cr,Santacruz West,M L Group,K L Mehrise,1401.0,ready to move,Santacruz Police Station \u002F V.P. Road Bus Stop,Surya Hospital,Rare Earth,Mumbai
1,3500000,35 Lac,Virar,Blue Baron Group,,455.0,ready to move,Sakinaka Metro Station,,R City Mall,Mumbai
3,36000000,3.60 Cr,Andheri West,Veena Developers,Andheri West,960.0,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Nakshatra Multispeciality Hospital,Infiniti Mall,Mumbai
1,8500000,85 Lac,Goregaon West,Dhariwal Developers India Pvt. Ltd.,,255.0,ready to move,Lower Malad Metro Station,Kapadia Multispeciality Hospital,New Star Bazar,Mumbai
2,35000000,3.50 Cr,Lower Parel,Rishabh developer,,,ready to move,Lower Parel Metro Station|5 minutes,Gopikrishna Piramal Memorial Hospital,Quantum Mall,Mumbai
2,17500000,1.75 Cr,Siddharth Nagar Goregaon West,Chirag Infraproject Private Limited,,645.0,ready to move,Siddharth Nagar Auto Stand,Siddharth Hospital,,Mumbai
3,130000000,13 Cr,Worli,Embassy Group,Embassy Citadel,,Jun '34,Worli Metro Station|5 minutes,Pandit Madan Mohan Malviya Central Hospital,Atria Mall,Mumbai
2,18000000,1.80 Cr,Andheri East,Vijay Laxmi Group,,621.0,ready to move,"Andheri metro station, Mumbai|5 minutes",SevenHills Hospital,Phoenix Marketcity Mall,Mumbai
3,34900000,3.49 Cr,Veera Desai Industrial Estate,Gundecha Group,,847.0,ready to move,,Bluebell,,Mumbai
3,43000000,4.30 Cr,Malad East,Omkar Realtors and Developers Pvt. Ltd.,Omkar Alta Monte which is a 9 years old construction,,ready to move,Malad Railway Station (E) Bus Stop,Carefull Hospital Maternity And General,Infiniti Mall,Mumbai
3,85000000,8.50 Cr,Lady Jamshedji Road,Moraj Ahn Developers LLP,,1442.0,ready to move,,,,Mumbai
1,13500000,1.35 Cr,total 330 sqft,Lodha Developers Limited,,,ready to move,Lower Oshiwara Metro Station|5 minutes,All Cure Super Speciality Hospital,Morex Super Bazar,Mumbai
2,29900000,2.99 Cr,Santacruz West,Pioneer Group,,,ready to move,Santacruz Police Station \u002F V.P. Road Bus Stop,Surya Hospital,Acme Mall,Mumbai
1,11500000,1.15 Cr,Vakola,Cooperative Group Housing Society,Vakola is available at the price of ₹1,,ready to move,Sahar P & T Colony No.2 Bus Stop,,Hi- Life Mall,Mumbai
2,17200000,1.72 Cr,Malad,Mamtora Foundation,,637.0,ready to move,Malad West Metro Station|5 minutes,Choksi Hospital,World of Titan Infiniti mall,Mumbai
3,36000000,3.60 Cr,Mulund West,Piramal Realty,,1305.0,ready to move,Santoshi Mata Mandir Bus Stop,ESIC Hospital,Jawahar Talkies,Mumbai
3,90000000,9 Cr,total 2000 sqft,Lokhandwala Infrastructure,Mahalakshmi is available at the price of ₹9 Cr,,ready to move,Mahalakshmi Railway Station,Srcc Hospital,,Mumbai
1,13500000,1.35 Cr,Thakur Village,Evershine Builders,,,ready to move,,Satya Specialist Hospital,Thakur Mall Kandivali,Mumbai
4,125000000,12.50 Cr,Mahalakshmi,Piramal Realty,Mahalakshmi,1755.0,ready to move,Sant Gadge Maharaj Monorail Station,Srcc Hospital,,Mumbai
1,12300000,1.23 Cr,Kandivali West,Ruparel Realty,,330.0,ready to move,Mahavir Nagar Metro Station|5 minutes,RMS Hospital,Akruti Shopping Centre,Mumbai
3,29900000,2.99 Cr,Andheri East,Kanakia Spaces Realty Pvt. Ltd.,,,ready to move,"Andheri metro station, Mumbai|5 minutes",Sharada Nursing Home,Star Market,Mumbai
2,22500000,2.25 Cr,Kandivali East,Spring Developers,,,ready to move,Poisar Metro Station|15 minutes,ESIC Hospital,Centrium Mall,Mumbai
2,19136000,1.91 Cr,Teli Gali,New India Constructions,Teli Gali,598.0,ready to move,,,,Mumbai
2,19000000,1.90 Cr,IC Colony,Romell Group,a well-connected area of IC Colony,,ready to move,,Phoenix Hospital,,Mumbai
1,14000000,1.40 Cr,Andheri East,Drishti Developers,,400.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Holy Spirit Hospital,Star Market,Mumbai
3,50000000,5 Cr,Andheri West,Samarth Development Corporation,Andheri West is available at the price of ₹5 Cr,,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Belle-Vue Multi-Speciality Hospital,Crystal Point Mall,Mumbai
2,22000000,2.20 Cr,Kandivali West,Siddha Group,a well-connected area of Kandivali West,705.0,ready to move,Mahavir Nagar Metro Station|5 minutes,Shivam Hospital Super Multispeciality Hospital,Raghuleela Mall,Mumbai
3,50500000,5.05 Cr,Goregaon West,Kalpataru Ltd.,Goregaon West is available for purchase at price of ₹5,1231.0,ready to move,Lower Malad Metro Station|5 minutes,Matoshree Gomanti Hospital,New Star Bazar,Mumbai
1,12840000,1.28 Cr,Tata Colony BPCL Colony,Chandak Group,Tata Colony BPCL Colony,,Dec '28,,,,Mumbai
2,16800000,1.68 Cr,748 sqft,Akar Realty,,,ready to move,Rajendra Nagar Bus Stop,Galaxy Multispeciality Hospital,Thakur Mall Kandivali,Mumbai
3,125000000,12.50 Cr,Khar West,The Wadhwa Group,,1800.0,ready to move,,Maharashtra State Women Hospital,Deliciae Patisserie by Bunty Mahajan,Mumbai
3,150000000,15 Cr,Tardeo,Maverick Realtors,,1957.0,ready to move,Vile Parle (W) or Ashoka Hall Bus Stop,Bhatia Hospital,Heera Punna,Mumbai
3,44000000,4.40 Cr,1184 sqft,Transcon Developers and Sheth Creators,,,ready to move,Malad West Metro Station|5 minutes,Vivanta Milti Speciality Hospital,World of Titan Infiniti mall,Mumbai
2,24065000,2.40 Cr,Sumer Nagar,Shraddha Developers,,667.0,ready to move,,Arihant and BHC Hospital,,Mumbai
1,6800000,68 Lac,Vinay Nagar,JP Infra,,,ready to move,Mira Road Railway Station,Adcare,,Mumbai
2,19500000,1.95 Cr,Chembur Camp,Roswalt Realty,,727.0,Dec '29,,,,Mumbai
2,23000000,2.30 Cr,Kalina,Kolte Patil Developers Ltd.,Kolte Patil Alora,710.0,Jun '29,,,Matro Mall,Mumbai
3,30425000,3.04 Cr,Mithchowki,Shreeji Construction,,1217.0,Jun '28,Valnai-Meeth Chowky Metro Station|5 minutes,,,Mumbai
3,20000000,2 Cr,Bhayandar West,Gagan Group,Pava Puri,1000.0,ready to move,Bhayandar Police Station Bus Stop,,Big Bazaar,Mumbai
4,140000000,14 Cr,Prabhadevi,Rustomjee,Rustomjee Crown,2150.0,ready to move,,Pandit Madan Mohan Malvia Central Hospital,R City Mall,Mumbai
3,55000000,5.50 Cr,Andheri West,Oberoi Realty Ltd.,Andheri West is available at the price of ₹5,,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Kokilaben Dhirubhai Ambani Hospital,Ceramic Mall,Mumbai
2,30000000,3 Cr,Lokhandwala Complex,RNA NG Builders,Rna Ng Eclat,750.0,ready to move,,Kulkarni Hospital,,Mumbai
3,82500000,8.25 Cr,Gokuldham,Oberoi Realty Ltd.,,1367.0,ready to move,,,,Mumbai
4,95100000,9.51 Cr,Worli,Lodha Developers Limited,,1550.0,ready to move,Worli Metro Station|5 minutes,Peoples Mobile Hospital,BIg Bazaar,Mumbai
2,29900000,2.99 Cr,Krishna Nagar Powai,L & T Realty,,,ready to move,,,,Mumbai
4,150000000,15 Cr,Juhu,Patel Builders & Developers,a well-connected area of Juhu,,ready to move,Juhu Beach Bus Stop,Baratiya Arogy Nidhi,Tulip Arcade Mall,Mumbai
2,31500000,3.15 Cr,Andheri West,Indra Darshan Developer,,770.0,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Kulkarni Hospital,Citi Mall,Mumbai
1,12000000,1.20 Cr,Andheri East,Hubtown Ltd.,,,ready to move,"Andheri metro station, Mumbai|5 minutes",Lt Hospital,Star Market,Mumbai
2,7500000,75 Lac,Mira Road,Kothari Builders and Developers,,,ready to move,Mira Road Railway Station,Dr Pravin Singh,PVR Cinemas,Mumbai
2,5600000,56 Lac,Virar West,Ekta World,,600.0,ready to move,Bolinj Naka Bus Stop,Sankalpa Hospital,Phoenix Marketcity Mall,Mumbai
3,49000000,4.90 Cr,Mahim West,Shri Ashtavinayak Developers,,1200.0,ready to move,,Dr Jhaveri Hospital,,Mumbai
1,11900000,1.19 Cr,Andheri East,Cooperative Group Housing Society,,,ready to move,"Andheri metro station, Mumbai|5 minutes",SevenHills Hospital,Star Market,Mumbai
2,28000000,2.80 Cr,Kanchpada,Transcon Developers and Sheth Creators,Kanchpada is available for purchase at price of ₹2,,ready to move,,Prem Kitchen And Bar,,Mumbai
2,17500000,1.75 Cr,Mulund East,Amardeep Constructions,Amardeep Anutham,,ready to move,Mulund (E) Bus Stop,Ashirvad Criticare Multispeciality Hospital,A - Mart Super Market,Mumbai
3,46000000,4.60 Cr,Andheri East,Oberoi Realty Ltd.,a well-connected area of Andheri East,864.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Carewell Nursing Home,Star Market,Mumbai
4,78000000,7.80 Cr,Goregaon West,ARIHA SPACES LLP,Goregaon West,2100.0,Apr '29,Lower Malad Metro Station|5 minutes,Suvidha Hospital & Polyclinic,InOrbit Mall,Mumbai
3,85000000,8.50 Cr,Bandra West,Flowline Developers Pvt Ltd,Bandra West is available at the price of ₹8,1200.0,ready to move,Bandra Bus Stop,Lilavati Hospital,Shoppers Stop,Mumbai
3,35000000,3.50 Cr,Chandivali,Nahar Builders Limited,Chandivali,,Dec '28,Oshiwara Police Station Bus Stop,Nahar Medical Center,DMart,Mumbai
1,10000000,1 Cr,Malad East,Sethia Infrastructure,,330.0,ready to move,Malad Railway Station (E) Bus Stop,Suvidha,Oberoi Mall,Mumbai
2,10600000,1.06 Cr,Mira Road,Unique Shanti Developers Pvt. Ltd.,,,ready to move,Mira Road Railway Station,Dr Pravin Singh,PVR Cinemas,Mumbai
3,26500000,2.65 Cr,Malad West,ACME GROUP INDIA,,1000.0,ready to move,Malad West Metro Station|5 minutes,Adarsh Hospital,Nataraj Market,Mumbai
2,24000000,2.40 Cr,Mazgaon,Redstone Group,Redstone Saifee Park which is a 16 years old construction,650.0,ready to move,Dockyard Road Railway Station Bus Stop,Prince Aly Khan Hospital,Jio Gallery,Mumbai
2,31000000,3.10 Cr,Sion,Dosti Realty ,,600.0,ready to move,GTB Nagar Monorail Station,Sion Denntal Care,Phoenix Marketcity Mall,Mumbai
2,22500000,2.25 Cr,Ghatkopar East,Adani Realty,,771.0,Aug '26,Ghatkopar Railway Station,Parakh Hospital,"R City, Neelyog Square",Mumbai
2,19500000,1.95 Cr,Dahisar East,Roswalt Realty,,,ready to move,Dahisar Metro Station|5 minutes,Nihs Aroha Hospital,Thakur Mall,Mumbai
2,20000000,2 Cr,675 sqft,Parinee Developers,,,ready to move,Borivali (West) Metro Station|5 minutes,Pulse,N-MORE,Mumbai
4,410000000,41 Cr,Worli,K Raheja Corp,K Raheja Artesia,3200.0,ready to move,Worli Metro Station|5 minutes,Pandit Madan Mohan Malviya Central Hospital,Atria Millennium Mall,Mumbai
3,9200000,92 Lac,Virar,Shapoorji Pallonji Real Estate,,720.0,ready to move,Sakinaka Metro Station,,Big Bazaar,Mumbai
1,13500000,1.35 Cr,Vikhroli West,Rajesh LifeSpaces,,506.0,ready to move,Vikhroli Station Road (W) Bus Stop,Godrej Memorial Hospital,R City Mall,Mumbai
2,18500000,1.85 Cr,Kandivali West,Shree Mangal Projects,Kandivali West,750.0,ready to move,Mahavir Nagar Metro Station|5 minutes,Chirag Mehta Hospital,Charkop Market,Mumbai
2,33000000,3.30 Cr,790 sqft,Sundervan Group,,,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Bluebell,Navrang Cinema,Mumbai
1,3500000,35 Lac,Virar West,Ekta World,Ekta Parksville,,ready to move,Bolinj Naka Bus Stop,Sahyadri Multcipility Hospital,Phoenix Marketcity Mall,Mumbai
3,36500000,3.65 Cr,Vile Parle West,GM Developers,,,ready to move,Vile Parle (W) or Ashoka Hall Bus Stop,Nanavati,Prime Mall,Mumbai
3,29000000,2.90 Cr,Swastik Park,Pardis Construction LLP,,,ready to move,,Sushrut Hospital,,Mumbai
3,60000000,6 Cr,Byculla,Piramal Realty,Byculla is available at the price of ₹6 Cr,1100.0,ready to move,Maharashtra Mahavidyalaya \u002F Alexandra Cinema Bus Stop,Masina Hospital Trust,,Mumbai
2,27500000,2.75 Cr,Santacruz East,Cooperative Group Housing Society,,650.0,ready to move,Vakola Bridge,Sanjeevani Hospital,Hi- Life Mall,Mumbai
1,7927500,79.3 Lac,Vinay Nagar,JP Infra,,453.0,Dec '28,Mira Road Railway Station,Adcare,,Mumbai
3,33500000,3.35 Cr,Goregaon West,The Wadhwa Group,Goregaon West,1025.0,ready to move,Lower Malad Metro Station|5 minutes,Shiddhart BMC Hospital,InOrbit Mall,Mumbai
2,9313750,93.1 Lac,Ulhasnagar,Paradise Group,,784.0,Dec '26,Vithalwadi Railway Station,Surekha Criticare Hospital,,Mumbai
3,34500000,3.45 Cr,Goregaon West,The Wadhwa Group,Wadhwa Imperial Heights,,ready to move,Lower Malad Metro Station|5 minutes,Kapadia Multi-Speciality Hospital,New Star Bazar,Mumbai
4,65000000,6.50 Cr,Four Bungalows,Adani Realty,a well-connected area of Four Bungalows,1620.0,ready to move,Four Bungalows Bus Stop,Kokilaben Dhirubhai Ambani Hospital,,Mumbai
2,19000000,1.90 Cr,Jogeshwari West,SMGK Group,,752.0,ready to move,Lower Oshiwara Metro Station|5 minutes,Mallika Hospital,Mega Mall,Mumbai
1,3500000,35 Lac,Goregaon East,Royal Palms,Piccadilly Condos,248.0,ready to move,Aarey Metro Station|5 minutes,Vishwakripa Hospital,Oberoi Mall,Mumbai
4,52500000,5.25 Cr,Bandra East,Dheeraj Realty,Bandra East is available for purchase at price of ₹5,2070.0,ready to move,Bandra-Kurla Complex Metro Station|5 minutes,Deodhar Hospital,VN Mall,Mumbai
1,5500000,55 Lac,Mira Road,Ostwal Builders Ltd.,,457.0,ready to move,Mira Road Railway Station,Sai Krupa Hospital,PVR Cinemas,Mumbai
2,19400000,1.94 Cr,Bhandup West,Kalpataru Ltd.,Bhandup West,924.0,ready to move,Mangatram Petrol Pump Bus Stop,Dr. Meena`s Multispeciality Hospital Bhandup,,Mumbai
1,3200000,32 Lac,total 312 sqft,Ekta World,,,ready to move,Chembur Monorail Station,Sankalpa Hospital,Big Bazaar,Mumbai
3,67000000,6.70 Cr,Bandra East,Kalpataru Ltd.,,,ready to move,Bandra-Kurla Complex Metro Station|5 minutes,Dr. Agarwal Children Hospital,VN Mall,Mumbai
2,11000000,1.10 Cr,Kurla East,HDIL,,662.0,ready to move,Kurla Railway Station (Central And Harbour Lines),,,Mumbai
1,8200000,82 Lac,Chembur East,Charisma Builders Ltd.,,396.0,ready to move,,Sushrut Hospital,,Mumbai
1,13000000,1.30 Cr,Wadala,Emgee Group,Wadala,468.0,ready to move,Wadala Bridge Monorail Station,,,Mumbai
1,10500000,1.05 Cr,Bhandup West,Mayuresh Group,,468.0,ready to move,Tank Road Bus Stop,Dr. Meena`s Multispeciality Hospital Bhandup,,Mumbai
2,16900000,1.69 Cr,Chandivali,Raheja Developers Ltd.,Raheja Vihar,648.0,ready to move,Oshiwara Police Station Bus Stop,Nirali,DMart,Mumbai
2,14500000,1.45 Cr,Chembur,Sabari Group,a well-connected area of Chembur,792.0,ready to move,Chembur Railway Station,Surana Sethia Hopsital,Phoenix Marketcity Mall,Mumbai
2,16500000,1.65 Cr,Andheri East,D.S. Kulkarni & Associates,Andheri East is available for purchase at price of ₹1,,ready to move,"Andheri metro station, Mumbai|5 minutes",Carewell Nursing Home,Phoenix Marketcity Mall,Mumbai
3,34500000,3.45 Cr,Raheja Vihar,K Raheja Corp,,1296.0,ready to move,,,,Mumbai
2,6500000,65 Lac,Mira Road,Ravi Group Of Builders And Developers,,738.0,ready to move,Mira Road Railway Station,Bharat Ratna Indira Gandhi Hospital,PVR Cinemas,Mumbai
2,12800000,1.28 Cr,Goregaon East,Sai Group,a well-connected area of Goregaon East,,ready to move,Aarey Metro Station|5 minutes,H B T Trauma Care Municipal Hospital,Oberoi Mall,Mumbai
2,16500000,1.65 Cr,Ghatkopar East,Vesta Developer,,809.0,ready to move,Ghatkopar Railway Station,Parakh Hospital,R Odeon Mall,Mumbai
1,10000000,1 Cr,Malad West,Gurukrupa Group,,445.0,ready to move,Malad West Metro Station|5 minutes,Shah Lifeline Hospital,Nataraj Market,Mumbai
2,22500000,2.25 Cr,Parel,Neha Developer,,,ready to move,Cotton Green Railway Station,Parel Hospital,,Mumbai
1,9000000,90 Lac,Bhandup West,Vakratunda Group,,378.0,ready to move,Tank Road Bus Stop,SAS Hospital,,Mumbai
2,18500000,1.85 Cr,Goregaon West,Sunteck Realty Ltd.,,695.0,ready to move,Lower Malad Metro Station|5 minutes,Kapadia Multispeciality Hospital,InOrbit Mall,Mumbai
3,100000000,10 Cr,Mumbai Central,Kalpataru Ltd.,,1029.0,ready to move,Mumbai Central Railway Station,Jagjivanram Hospital,Orchid City Center Mall,Mumbai
2,19800000,1.98 Cr,Andheri East,Kanakia Spaces Realty Pvt. Ltd.,,507.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Sharada Nursing Home,Akruti One World Mall,Mumbai
2,4100000,41 Lac,Virar West,Shree Shakun Realty Pvt. Ltd.,Shree Shakun Greens which is a 16 years old construction,713.0,ready to move,Chembur Monorail Station,Sankalpa Hospital,Phoenix Marketcity Mall,Mumbai
1,10500000,1.05 Cr,Borivali West,BM GROUP,,396.0,ready to move,Borivali (West) Metro Station|5 minutes,Phoenix Hospitals,D-Victorian Mall,Mumbai
3,35000000,3.50 Cr,Andheri West,Transcon Group,,618.0,,"Azad Nagar metro station, Mumbai|5 minutes",Balasaheb Thakare,Mega Mall,Mumbai
2,15000000,1.50 Cr,Andheri East,The Baya Company,,648.0,ready to move,"Andheri metro station, Mumbai|5 minutes",SevenHills Hospital,Akruti One World Mall,Mumbai
2,21000000,2.10 Cr,Chandivali,Nahar Group,,,ready to move,Oshiwara Police Station Bus Stop,Pranjali Hospital,DMart,Mumbai
2,13000000,1.30 Cr,Goregaon East,Mantri Realty,,468.0,ready to move,Aarey Metro Station|5 minutes,Mamta Nursing Home,"The Hub Mall,",Mumbai
2,14800000,1.48 Cr,Chandivali,Raheja Developers Ltd.,Chandivali,612.0,ready to move,Oshiwara Police Station Bus Stop,Nirali,DMart,Mumbai
2,8500000,85 Lac,Oshiwara,Paradigm Realty,,432.0,,,,Mega Mall,Mumbai
3,23000000,2.30 Cr,Andheri East,Atul Projects,a well-connected area of Andheri East,,ready to move,"Andheri metro station, Mumbai|5 minutes",Ve Care Hospital,Akruti One World Mall,Mumbai
1,3500000,35 Lac,Nalasopara East,Sheth Creators,,,ready to move,,Vijayalaxmi Hospital,Om Plaza Commercial Complex,Mumbai
2,32700000,3.27 Cr,Bhoiwada,L&T Realty,,1077.0,ready to move,,Wadia Hospital,,Mumbai
1,12276630,1.22 Cr,Parel,Zoeb Enterprises,,467.0,,Kalewadi Stop,Indian Cancer Society,,Mumbai
2,10500000,1.05 Cr,Vikhroli East,Puneet Urban Spaces,Vikhroli East,468.0,ready to move,Kannamwar Nagar No.2 Bus Stop,Adi Arogyam Hospital,,Mumbai
1,15500000,1.55 Cr,252 sqft,Hiranandani Group,,,ready to move,Jama Masjid Bus Stop,Powai Hospital,D Mall,Mumbai
3,24000000,2.40 Cr,Andheri West,Ajmera Cityscapes,Andheri West is available for purchase at price of ₹2,1202.0,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Bluebell,Star Quik,Mumbai
3,3800000,38 Lac,Vasai East,Evershine Builders,Vasai East,612.0,ready to move,Vasai (E) Bus Stop,IASIS HOSPITAL,Bhajanlal Dairy Farm,Mumbai
1,3600000,36 Lac,Mira Road,SB Lifespaces Pvt. Ltd.,Mira Road,421.0,ready to move,Mira Road Railway Station,Manihar Hospital,Sahakari Bhandar,Mumbai
1,4500000,45 Lac,Mira Road,RNA Corp,Mira Road is available for purchase at price of ₹45 Lac,270.0,ready to move,Mira Road Railway Station,Dr Pravin Singh,Sahakari Bhandar,Mumbai
1,11000000,1.10 Cr,Andheri East,HDIL,,432.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Holy Spirit Hospital,Phoenix Marketcity Mall,Mumbai
2,22000000,2.20 Cr,Kanjurmarg East,Aadi Properties,,730.0,ready to move,Bhandup Railway Station,Ankur Hospital,,Mumbai
1,9500000,95 Lac,Mira Road,Kalpataru Properties Thane Pvt ltd,,418.0,ready to move,Mira Road Railway Station,Sai Krupa Hospital,"D Mart, Hatkesh Udhog Nagar",Mumbai
1,7500000,75 Lac,Mulund West,Lok Group,,356.0,ready to move,Mulund Railway Station (W) Bus Stop,Padmashree Endoscopy Center,R Galleria,Mumbai
2,3500000,35 Lac,Virar,Raj Realty Group,Shree Shashwat Virar,,ready to move,Sakinaka Metro Station,,R City Mall,Mumbai
2,31000000,3.10 Cr,Mahim,Kamanwala Housing Construction Ltd.,,738.0,ready to move,Mahim Junction Railway Station,P. D. Hinduja Hospital and Medical Research Centre,Phoenix Marketcity Mall,Mumbai
2,22500000,2.25 Cr,Goregaon West,Ekta World,Goregaon West,850.0,,Lower Malad Metro Station|5 minutes,Siddharth Hospital,New Star Bazar,Mumbai
1,9000000,90 Lac,Goregaon East,Mantri Realty Ltd.,a well-connected area of Goregaon East,,ready to move,Aarey Metro Station|5 minutes,H B T Trauma Care Municipal Hospital,Oberoi Mall,Mumbai
1,3150000,31.5 Lac,500 sqft,Poonam Developers,,,ready to move,Bolinj Naka Bus Stop,Sahyadri Multcipility Hospital,Phoenix Marketcity Mall,Mumbai
2,28500000,2.85 Cr,Worli,Sanghvi Land Developers Pvt. Ltd.,,576.0,ready to move,Worli Metro Station,Shobha Hospital,Atria Millennium Mall,Mumbai
2,8500000,85 Lac,Vasai West,Kaul Builder And  Developer,,720.0,ready to move,,Baxay Prime Multi-Speciality ICU & Hospital,Sahakari Bhandar,Mumbai
1,10500000,1.05 Cr,Kurla West,Cooperative Group Housing Society,Bombay Taximens Chs,360.0,ready to move,Kurla Railway Station,CritiCare Asia Multi Specialty Hospital,Kurla Metro Mall,Mumbai
2,15000000,1.50 Cr,Kandivali West,Rock Development Group,Rock Avenue,655.0,ready to move,Mahavir Nagar Metro Station|5 minutes,Riddhi Vinayak Multispeciality Hospital,La Care Mall,Mumbai
1,6800000,68 Lac,Andheri East,Sunrise Premium Properties Pvt. Ltd.,,220.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Ve Care Hospital,Star Market,Mumbai
1,15000000,1.50 Cr,Vikhroli East,Godrej Constructions,,518.0,ready to move,Kannamwar Nagar No.2 Bus Stop,Adi Arogyam Hospital,,Mumbai
1,4800000,48 Lac,Mira Road,S N Builder,a well-connected area of Mira Road,493.0,ready to move,Mira Road Railway Station,Manihar Hospital,"D Mart, Hatkesh Udhog Nagar",Mumbai
1,2600000,26 Lac,Virar West,HDIL,,385.0,ready to move,Chembur Monorail Station,Sankalpa Hospital,Phoenix Marketcity Mall,Mumbai
